image,damage (%),quality,the number of green pixel (%)
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205816.jpg,0.0,high,96.18851523452518
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205822.jpg,0.0,high,96.58986577678456
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205826.jpg,0.0,high,96.48341132817507
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205832.jpg,0.0,high,95.96703341262976
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205837.jpg,0.0,high,94.93490334246444
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205841.jpg,0.0,high,94.45434398228245
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205849.jpg,0.0,high,91.04303332852749
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205858.jpg,0.0,high,94.65329841086762
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205903.jpg,0.0,high,93.52843057157504
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205907.jpg,0.0,high,94.96557814302192
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205911.jpg,0.0,high,94.64929354094579
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205917.jpg,0.0,high,95.91829915176855
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205926.jpg,0.0,high,94.24788042259388
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205931.jpg,0.0,high,93.62145619072793
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205948.jpg,0.0,high,98.3843979278803
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205954.jpg,0.0,high,98.16206507112649
/mnt/Plant_Images/TUM/20200707_ZR/20200707_205959.jpg,0.0,high,87.86057596036781
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210008.jpg,0.0,high,83.3181148276304
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210017.jpg,0.0,high,79.59089502835448
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210023.jpg,0.0,high,95.97573148949122
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210031.jpg,0.0,high,97.07067544133666
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210035.jpg,0.0,high,97.6577893718762
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210041.jpg,0.0,high,97.57223533817123
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210049.jpg,0.0,high,97.36697323945918
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210055.jpg,0.0,high,97.32318248990772
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210102.jpg,0.0,high,97.06078841871715
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210106.jpg,0.0,high,97.76351793781238
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210112.jpg,0.0,high,96.15304710528002
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210116.jpg,0.0,high,95.83955339693067
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210123.jpg,0.0,high,95.70519001105345
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210127.jpg,0.0,high,96.31515673058439
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210134.jpg,0.0,high,96.62100364042676
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210142.jpg,0.0,high,93.39948627531078
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210147.jpg,0.0,high,95.08961647363193
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210152.jpg,0.0,high,96.59492192506087
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210211.jpg,0.0,high,91.17458079024094
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210218.jpg,0.0,high,94.64662779940407
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210223.jpg,0.0,high,96.22164301790977
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210227.jpg,0.0,high,97.90119785659361
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210238.jpg,0.0,high,96.21745041971037
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210245.jpg,0.0,high,97.79576965590158
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210249.jpg,0.0,high,97.34000294357939
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210254.jpg,0.0,high,98.27631650086505
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210257.jpg,0.0,high,98.71199628748558
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210313.jpg,0.0,high,98.31646532183134
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210328.jpg,0.0,high,96.35594382769447
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210400.jpg,0.0,high,89.40078635620915
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210406.jpg,0.0,high,88.11548593089196
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210412.jpg,0.0,high,92.09745300285147
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210420.jpg,0.0,high,90.80286628540306
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210425.jpg,0.0,high,93.24955395761245
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210443.jpg,0.0,high,96.58244425221069
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210448.jpg,0.0,high,95.18025168605023
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210452.jpg,0.0,high,96.18471060809945
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210456.jpg,0.0,high,97.3198284113482
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210502.jpg,0.0,high,96.58901474192618
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210506.jpg,0.0,high,95.40232172321544
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210510.jpg,0.0,high,97.00746107266436
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210515.jpg,0.0,high,94.20063547273485
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210519.jpg,0.0,high,96.77643013904908
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210523.jpg,0.0,high,94.83005084182365
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210529.jpg,0.0,high,96.60408306500705
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210537.jpg,0.0,high,81.6678456002499
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210544.jpg,0.0,high,81.7211604310842
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210552(0).jpg,0.0,high,78.32849745290274
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210552.jpg,0.0,high,78.5063762535243
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210556.jpg,0.0,high,87.03110482346533
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210605.jpg,0.0,high,94.11418034329745
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210613.jpg,0.0,high,95.85908965301807
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210618.jpg,0.0,high,94.57214973407663
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210639.jpg,0.0,high,84.63225031638473
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210645.jpg,0.0,high,87.44837472366397
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210653.jpg,0.0,high,86.21458693771626
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210659.jpg,0.0,high,88.47434730632449
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210706.jpg,0.0,high,89.51229695309496
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210712.jpg,0.0,high,90.1698715638216
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210732.jpg,0.0,high,96.18568679514289
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210737.jpg,0.0,high,96.96368283833141
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210742.jpg,0.0,high,97.37495794886583
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210745.jpg,0.0,high,96.05606667707933
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210753.jpg,0.0,high,96.46044590221709
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210802.jpg,0.0,high,96.68312918508907
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210806.jpg,0.0,high,96.82830571975522
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210811.jpg,0.0,high,97.29959130302449
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210815.jpg,0.0,high,97.03026380078174
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210820.jpg,0.0,high,96.26729853501858
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210827.jpg,0.0,high,95.6576947568243
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210832.jpg,0.0,high,96.54507380975265
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210837.jpg,0.0,high,96.99171692778418
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210843.jpg,0.0,high,96.05870738818403
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210927.jpg,0.0,high,95.96125138168013
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210932(0).jpg,0.0,high,97.05719655100602
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210932.jpg,0.0,high,97.09701997629116
/mnt/Plant_Images/TUM/20200707_ZR/20200707_210936.jpg,0.0,high,97.76764795991926
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211304.jpg,0.0,high,97.27668845315904
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211307.jpg,0.0,high,97.40888670623478
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211311.jpg,0.0,high,97.74859979735359
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211315.jpg,0.0,high,97.5897816745162
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211319.jpg,0.0,high,96.73888448353198
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211324.jpg,0.0,high,94.87892277008842
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211329.jpg,0.0,high,96.02531678521082
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211333.jpg,0.0,high,89.89621379597591
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211338.jpg,0.0,high,89.00059972927079
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211352.jpg,0.0,high,88.68382703367294
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211359.jpg,0.0,high,91.75334707003717
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211405.jpg,0.0,high,93.83987178408945
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211413.jpg,0.0,high,93.73886145552991
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211418.jpg,0.0,high,93.05555555555556
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211422.jpg,0.0,high,88.49395865372293
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211435.jpg,0.0,high,91.36691466823657
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211442.jpg,0.0,high,96.90653835063438
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211443.jpg,0.0,high,96.8662268318275
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211447.jpg,0.0,high,96.30658380590799
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211453.jpg,0.0,high,97.73594691144432
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211458.jpg,0.0,high,97.77779780212738
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211504.jpg,0.0,high,96.52368530132641
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211510.jpg,0.0,high,94.5002873494169
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211523.jpg,0.0,high,88.47891536107907
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211546.jpg,0.0,high,93.38141429978855
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211550.jpg,0.0,high,89.87414946575035
/mnt/Plant_Images/TUM/20200707_ZR/20200707_211559.jpg,0.0,high,90.71181807077406
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_121927.jpg,94.0,high,30.719116946206587
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122054.jpg,94.0,high,53.550217063949766
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122058.jpg,94.0,high,50.65382004517494
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122106.jpg,94.0,high,59.231738293765225
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122110.jpg,94.0,high,31.501480800653596
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122113.jpg,94.0,high,38.95130228357683
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122120.jpg,94.0,high,46.73626880286428
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122123.jpg,94.0,high,43.77093796056004
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122126.jpg,94.0,high,42.853409746251444
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122129.jpg,94.0,high,47.954875628764576
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122132.jpg,94.0,high,49.58769864154812
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122135.jpg,94.0,high,44.198420279059334
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122139.jpg,94.0,high,53.532157603646034
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122145.jpg,94.0,high,50.86564011838396
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122147.jpg,94.0,high,49.07595135684993
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122150.jpg,94.0,high,42.19774996395617
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122206.jpg,94.0,high,39.85597736848007
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122209.jpg,94.0,high,41.22713219274638
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122212.jpg,94.0,high,49.69944702758554
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122216.jpg,94.0,high,47.2684659546008
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122218.jpg,94.0,high,50.84871954296425
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122225.jpg,94.0,high,52.791557033352554
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122232.jpg,94.0,high,31.49677507849545
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122236.jpg,94.0,high,39.72307826316801
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122239.jpg,94.0,high,39.817142645456876
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122242.jpg,94.0,high,32.011425893886965
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122245.jpg,94.0,high,39.188690948193
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122249.jpg,94.0,high,36.62464807205562
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122255.jpg,94.0,high,22.834028678873512
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122259.jpg,94.0,high,23.280208733820327
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122302.jpg,94.0,high,22.399662990196077
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122359.jpg,94.0,high,32.128868704344484
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122403.jpg,94.0,high,31.181103722126107
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122409.jpg,94.0,high,34.10439594546969
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122412.jpg,94.0,high,33.95876886293733
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122414.jpg,94.0,high,35.90240732731001
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122417.jpg,94.0,high,41.21263956971678
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122423.jpg,94.0,high,33.958405921600665
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122429.jpg,94.0,high,32.68406882769448
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122433.jpg,94.0,high,40.735897351179034
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122438.jpg,94.0,high,26.91022283096245
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122444.jpg,94.0,high,44.72663759131103
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122448.jpg,94.0,high,47.75879970043573
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122452.jpg,94.0,high,37.17620626682046
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122516.jpg,94.0,high,30.582550881872354
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122518.jpg,94.0,high,22.131073885845186
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122521.jpg,94.0,high,29.273909574042033
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122524.jpg,94.0,high,37.37748852604768
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122526.jpg,94.0,high,36.80063707468281
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122530.jpg,94.0,high,22.311706034538
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122550.jpg,94.0,high,28.13338519639882
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122555.jpg,94.0,high,46.65461951733308
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122557.jpg,94.0,high,50.17224695229399
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122559.jpg,94.0,high,40.964325119345126
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122601.jpg,94.0,high,36.0079481649686
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122604.jpg,94.0,high,37.71721413238498
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122606.jpg,94.0,high,40.47278991253364
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122609.jpg,94.0,high,34.027439866878126
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122612.jpg,94.0,high,35.03896988738306
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122646.jpg,94.0,high,34.79717586585288
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122657.jpg,94.0,high,23.167584282487503
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122700.jpg,94.0,high,36.08109961713444
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122703.jpg,94.0,high,43.853938889689864
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122715.jpg,94.0,high,45.179413166410356
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122717.jpg,94.0,high,36.947615800813786
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122721.jpg,94.0,high,37.211724456939635
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122737.jpg,94.0,high,42.36510346581443
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122738.jpg,94.0,high,31.17876337626554
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122741.jpg,94.0,high,31.235457316096372
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122744.jpg,94.0,high,29.397810237248496
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122746.jpg,94.0,high,33.9648512591311
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122755.jpg,94.0,high,27.38349833397411
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122757.jpg,94.0,high,34.037452041682684
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122800.jpg,94.0,high,34.84833807910419
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122802.jpg,94.0,high,37.679505779027295
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122805.jpg,94.0,high,32.087868848519804
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122809.jpg,94.0,high,42.40551510636934
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122812.jpg,94.0,high,25.13396289888504
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122814.jpg,94.0,high,31.250275334807124
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122817.jpg,94.0,high,29.075568391163653
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122827.jpg,94.0,high,33.79705972462514
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122829.jpg,94.0,high,45.08985426278355
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122835.jpg,94.0,high,32.61798847398437
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122838.jpg,94.0,high,33.14094939446367
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122842.jpg,94.0,high,33.930684712610535
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122858.jpg,94.0,high,42.59530839500833
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122900.jpg,94.0,high,37.97507769447648
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122902.jpg,94.0,high,37.16674476163014
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122904.jpg,94.0,high,40.67283316512879
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122910.jpg,94.0,high,33.37552213491606
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122916.jpg,94.0,high,34.7313958773869
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122922.jpg,94.0,high,36.49091044710368
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122924.jpg,94.0,high,33.56320035162758
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122927.jpg,94.0,high,31.500404491862106
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122929.jpg,94.0,high,25.311278514673845
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122933.jpg,94.0,high,34.45738768342304
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122938.jpg,94.0,high,27.581539151608354
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122940.jpg,94.0,high,37.61417633842753
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122943.jpg,94.0,high,31.54435793925413
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122945.jpg,94.0,high,32.55054396145714
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_122951.jpg,94.0,high,32.57283356561579
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123003.jpg,94.0,high,32.286235061835185
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123005.jpg,94.0,high,33.058461589292584
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123013.jpg,94.0,high,36.743655284826346
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123017.jpg,94.0,high,35.12481177111367
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123019.jpg,94.0,high,19.94176168220556
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123021.jpg,94.0,high,25.723079264385497
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123026.jpg,94.0,high,35.049307457868764
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123028.jpg,94.0,high,33.957680038927336
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123030.jpg,94.0,high,36.335371311514805
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123033.jpg,94.0,high,37.64213533656927
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123038.jpg,94.0,high,34.37837910899654
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123059.jpg,94.0,high,41.3735602492631
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123102.jpg,94.0,high,39.098105796648724
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123111.jpg,94.0,high,31.10737656990901
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123118.jpg,94.0,high,37.78736193210945
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123135.jpg,94.0,high,51.36015394719979
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123142.jpg,94.0,high,29.162736888055875
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123143.jpg,94.0,high,38.93399373638344
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123151.jpg,94.0,high,43.42461683407023
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123153.jpg,94.0,high,52.94548170575419
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123159.jpg,94.0,high,49.99195271450083
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123210.jpg,94.0,high,46.28295507336922
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123257.jpg,94.0,high,25.573397251057283
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123301.jpg,94.0,high,32.55290933775471
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123305.jpg,94.0,high,30.418501397699604
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123308.jpg,94.0,high,38.596095351947966
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123310.jpg,94.0,high,26.29809097863001
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123312.jpg,94.0,high,28.794489098744076
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123322.jpg,94.0,high,43.139607763039855
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123325.jpg,94.0,high,22.606839917339485
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123330.jpg,94.0,high,29.10255120226195
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123333.jpg,94.0,high,31.49194420415225
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123400.jpg,94.0,high,27.992201016435985
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123403.jpg,94.0,high,24.696180555555554
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123405.jpg,94.0,high,27.850854138632574
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123407.jpg,94.0,high,46.31420557397796
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123410.jpg,94.0,high,30.805797349577084
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123412.jpg,94.0,high,24.217385841182878
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123414.jpg,94.0,high,30.505394559784698
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123421.jpg,94.0,high,35.772148933102656
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123426.jpg,94.0,high,25.86963247308727
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123431.jpg,94.0,high,32.74936072263873
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123434.jpg,94.0,high,41.06470968697937
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123437.jpg,94.0,high,24.51064244120851
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123443.jpg,94.0,high,27.012146770472896
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123445.jpg,94.0,high,28.09666554530309
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123447.jpg,94.0,high,35.03819394383571
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123450.jpg,94.0,high,26.091164355856723
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123453.jpg,94.0,high,31.473671985133922
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123455.jpg,94.0,high,40.523301334422655
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123458.jpg,94.0,high,40.90443979879533
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123500.jpg,94.0,high,30.58721905837498
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123503.jpg,94.0,high,11.983784782295272
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123506.jpg,94.0,high,32.22175665609381
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123511.jpg,94.0,high,16.188610350185826
/mnt/Plant_Images/TUM/20200811_ZR_1/20200811_123516.jpg,94.0,high,27.318369136870434
